Cognoms de la població. 2023
Catalunya
Font: Idescat, a partir del Cens de població i habitatges anual de l'INE.
Nota: ‰ calculat sobre el total de la població.
Nota: Només es mostren els cognoms de freqüència igual o superior a 4.
.. Dada confidencial, amb baixa fiabilitat o no disponible
Institut d'Estadística de Catalunya
http://www.idescat.cat/cognoms/
Pos.;Cognom;Com a primer cognom. Freqüència;Com a primer cognom. ‰;Com a segon cognom. Freqüència;Com a segon cognom. ‰
22207;CARDILA;22;0,00;18;0,00
39378;CARDILLO;14;0,00;..;..
37857;CARDIN;7;0,00;11;0,00
39378;CARDINAL;9;0,00;8;0,00
42740;CARDINALE;14;0,00;..;..
32147;CARDINALI;17;0,00;6;0,00
89030;CARDINI;5;0,00;..;..
103641;CARDIÑO;4;0,00;..;..
46970;CARDIZALES;10;0,00;..;..
2821;CARDO;291;0,04;327;0,04
237;CARDONA;3.906;0,49;3.666;0,46
23413;CARDONE;25;0,00;12;0,00
5380;CARDONER;154;0,02;133;0,02
8635;CARDOS;86;0,01;67;0,00
10587;CARDOSA;66;0,00;51;0,00
1176;CARDOSO;825;0,10;800;0,10
78738;CARDOSO DA SILVA;..;..;6;0,00
9105;CARDOZA;58;0,00;85;0,01
1611;CARDOZO;626;0,08;525;0,07
78738;CARDUNETS;..;..;6;0,00
2524;CARDUS;348;0,04;353;0,04
49517;CARDUZ;11;0,00;..;..
17319;CAREAGA;29;0,00;29;0,00
15873;CARELA;37;0,00;29;0,00
46970;CARELLA;10;0,00;..;..
36467;CARELLI;10;0,00;9;0,00
89030;CARENA;4;0,00;..;..
18371;CARENAS;25;0,00;28;0,00
19107;CARENYS;28;0,00;22;0,00
59859;CARENZO;5;0,00;4;0,00
70986;CARERACH;5;0,00;..;..
64882;CARESIA;5;0,00;..;..
8878;CARETA;73;0,00;75;0,00
28965;CAREY;18;0,00;9;0,00
70986;CARFORA;5;0,00;..;..
89030;CARGE;5;0,00;..;..
103641;CARGNELUTTI;4;0,00;..;..
7338;CARGOL;92;0,01;99;0,01
29721;CARGUA;12;0,00;14;0,00
46970;CARHUAJULCA;8;0,00;5;0,00
35255;CARHUAMACA;13;0,00;7;0,00
52458;CARHUANCHO;..;..;8;0,00
37857;CARHUAPOMA;9;0,00;9;0,00
59859;CARHUARICRA;5;0,00;4;0,00
36467;CARHUAS;9;0,00;10;0,00
15693;CARI;37;0,00;30;0,00
44694;CARIA;12;0,00;..;..
37857;CARIAGA;8;0,00;10;0,00
3495;CARIAS;208;0,03;271;0,03
78738;CARIBONI;5;0,00;..;..
70986;CARICARI;..;..;4;0,00
52458;CARICCHIO;5;0,00;6;0,00
11776;CARICOL;41;0,00;60;0,00
103641;CARICOTE;..;..;4;0,00
49517;CARID;10;0,00;..;..
16546;CARIDAD;30;0,00;32;0,00
11610;CARIDE;60;0,00;43;0,00
52458;CARIDI;8;0,00;..;..
49517;CARIELLO;5;0,00;7;0,00
59859;CARIG;4;0,00;5;0,00
64882;CARIGNANI;7;0,00;..;..
12398;CARILLA;53;0,00;41;0,00
40935;CARILLO;9;0,00;7;0,00
12586;CARIM;32;0,00;60;0,00
103641;CARIN;4;0,00;..;..
7787;CARINGAL;91;0,01;85;0,01
89030;CARINGI;4;0,00;..;..
64882;CARINI;4;0,00;4;0,00
46970;CARIÑANA;7;0,00;6;0,00
64882;CARIÑANOS;4;0,00;4;0,00
16546;CARIÑENA;32;0,00;30;0,00
18866;CARIÑO;32;0,00;19;0,00
70986;CARION;6;0,00;..;..
59859;CARIS;8;0,00;..;..
70986;CARISIMO;..;..;5;0,00
78738;CARISSIMO;6;0,00;..;..
26335;CARITA;13;0,00;18;0,00
25303;CARITEU;16;0,00;17;0,00
5914;CARITG;132;0,02;120;0,02
78738;CARITICO;4;0,00;..;..
52458;CARITJ;10;0,00;..;..
49517;CARITX;7;0,00;5;0,00
70986;CARIZZA;6;0,00;..;..
28965;CARLA;10;0,00;17;0,00
52458;CARLAN;9;0,00;..;..
31309;CARLAS;16;0,00;8;0,00
34146;CARLAVILLA;14;0,00;7;0,00
28965;CARLE;15;0,00;12;0,00
89030;CARLEN;5;0,00;..;..
40935;CARLERO;10;0,00;6;0,00
1066;CARLES;871;0,11;905;0,11
44694;CARLES TOLRA;11;0,00;..;..
89030;CARLESCU;4;0,00;..;..
26335;CARLESTOLRA;20;0,00;11;0,00
70986;CARLET;4;0,00;..;..
30501;CARLETTI;18;0,00;7;0,00
24320;CARLI;18;0,00;17;0,00
34146;CARLIER;7;0,00;14;0,00
20238;CARLIN;22;0,00;24;0,00
28254;CARLINI;24;0,00;4;0,00
52458;CARLINO;8;0,00;..;..
18614;CARLO;37;0,00;15;0,00
49517;CARLOMAGNO;8;0,00;4;0,00
28965;CARLON;14;0,00;13;0,00
2821;CARLOS;265;0,03;353;0,04
36467;CARLOSAMA;10;0,00;9;0,00
70986;CARLOSENA;4;0,00;..;..
26969;CARLOTA;16;0,00;14;0,00
78738;CARLOTTA;6;0,00;..;..
46970;CARLSON;8;0,00;5;0,00
64882;CARLSSON;6;0,00;..;..
33101;CARLUCCI;17;0,00;5;0,00
52458;CARLUCCIO;10;0,00;..;..
28965;CARLUS;16;0,00;11;0,00
26969;CARMANIU;24;0,00;6;0,00
55921;CARMANY;5;0,00;5;0,00
14132;CARME;51;0,00;27;0,00
59859;CARMELINDA;9;0,00;..;..
89030;CARMELINO;..;..;4;0,00
14021;CARMELO;38;0,00;41;0,00
4719;CARMEN;162;0,02;173;0,02
22565;CARMENA;14;0,00;25;0,00
37857;CARMENATE;9;0,00;9;0,00
78738;CARMENATES;..;..;5;0,00
70986;CARMENATI;..;..;5;0,00
55921;CARMENES;6;0,00;4;0,00
35255;CARMENO;13;0,00;7;0,00
103641;CARMICHAEL;4;0,00;..;..
64882;CARMINATI;8;0,00;..;..
34146;CARMO;9;0,00;12;0,00
78738;CARMODY;6;0,00;..;..
69;CARMONA;9.239;1,17;9.500;1,20
103641;CARMONT;4;0,00;..;..
103641;CARMUEGA;..;..;4;0,00
31309;CARNACEA;9;0,00;15;0,00
42740;CARNAL;4;0,00;11;0,00
78738;CARNARVON BROWN;..;..;4;0,00
21155;CARNASA;24;0,00;19;0,00
64882;CARNAVAL;7;0,00;..;..
1477;CARNE;667;0,08;597;0,08
18614;CARNEADO;36;0,00;16;0,00
6190;CARNEIRO;110;0,01;128;0,02
103641;CARNENERO;4;0,00;..;..
5505;CARNER;153;0,02;126;0,02
3722;CARNERERO;233;0,03;212;0,03
2597;CARNERO;357;0,05;325;0,04
4338;CARNEROS;198;0,03;172;0,02
44694;CARNES;10;0,00;4;0,00
28254;CARNEVALE;23;0,00;5;0,00
55921;CARNEVALI;8;0,00;..;..
59859;CARNEY;9;0,00;..;..
39378;CARNIAGO;11;0,00;6;0,00
25852;CARNICAS;16;0,00;16;0,00
3881;CARNICE;233;0,03;191;0,02
3881;CARNICER;202;0,03;222;0,03
3687;CARNICERO;237;0,03;213;0,03
59859;CARNIEL;7;0,00;..;..
18866;CARNOTA;34;0,00;17;0,00
337;CARO;2.645;0,33;2.813;0,36
78738;CAROCA;..;..;4;0,00
49517;CAROCANCHA;7;0,00;5;0,00
5213;CAROD;170;0,02;127;0,02
1200;CAROL;849;0,11;745;0,09
6779;CAROLA;89;0,01;123;0,02
78738;CAROLAN;4;0,00;..;..
103641;CAROLEA;4;0,00;..;..
55921;CAROLI;10;0,00;..;..
103641;CAROLINA;4;0,00;..;..
52458;CAROLIS;8;0,00;..;..
40935;CAROLLO;7;0,00;9;0,00
70986;CAROLO;..;..;6;0,00
11446;CARON;49;0,00;56;0,00
34146;CARONE;20;0,00;..;..
6755;CAROS;102;0,01;111;0,01
103641;CAROSAN;4;0,00;..;..
59859;CAROSI;6;0,00;..;..
89030;CAROSIA;4;0,00;..;..
13911;CAROT;50;0,00;30;0,00
24817;CAROU;16;0,00;18;0,00
15693;CAROZ;33;0,00;34;0,00
20238;CAROZO;27;0,00;19;0,00
78738;CAROZZI;5;0,00;..;..
17129;CARP;53;0,00;6;0,00
55921;CARPA;4;0,00;6;0,00
89030;CARPACIU;5;0,00;..;..
23868;CARPALLO;25;0,00;11;0,00
78738;CARPAVIRE;5;0,00;..;..
89030;CARPE;..;..;4;0,00
78738;CARPEN;6;0,00;..;..
5232;CARPENA;143;0,02;153;0,02
35255;CARPENTER;20;0,00;..;..
31309;CARPENTIER;22;0,00;..;..
44694;CARPENTIERI;12;0,00;..;..
35255;CARPES;6;0,00;14;0,00
6316;CARPI;125;0,02;107;0,01
25303;CARPINELL;15;0,00;18;0,00
78738;CARPINELLI;6;0,00;..;..
2760;CARPINTERO;337;0,04;297;0,04
78738;CARPINTIER;..;..;4;0,00
939;CARPIO;1.046;0,13;1.002;0,13
78738;CARPIUC;4;0,00;..;..
37857;CARPIZO;9;0,00;9;0,00
30501;CARQUE;10;0,00;15;0,00
28965;CARQUEIJEDA;13;0,00;14;0,00
64882;CARQUERO;4;0,00;4;0,00
14393;CARQUES;27;0,00;49;0,00
25852;CARR;24;0,00;8;0,00
18614;CARRA;23;0,00;29;0,00
13006;CARRABINA;48;0,00;40;0,00
2869;CARRACEDO;285;0,04;322;0,04
35255;CARRACELAS;14;0,00;6;0,00
103641;CARRACOI;4;0,00;..;..
35255;CARRAFA;9;0,00;11;0,00
64882;CARRAFIELLO;8;0,00;..;..
40935;CARRAGAL;6;0,00;10;0,00
70986;CARRAI;7;0,00;..;..
89030;CARRAJO;..;..;5;0,00
9602;CARRAL;63;0,00;70;0,00
40935;CARRALCAZAR;6;0,00;10;0,00
7534;CARRALERO;78;0,00;106;0,01
9602;CARRAMIÑANA;72;0,00;61;0,00
46970;CARRAMOLINO;..;..;12;0,00
49517;CARRANCA;5;0,00;7;0,00
59859;CARRANCHO;..;..;7;0,00
64882;CARRANCIA;4;0,00;4;0,00
78738;CARRANCIO;..;..;4;0,00
8088;CARRANCO;94;0,01;73;0,00
70986;CARRANDI;..;..;5;0,00
89030;CARRANI;5;0,00;..;..
52458;CARRANO;8;0,00;..;..
70986;CARRANQUE;..;..;6;0,00
815;CARRANZA;1.211;0,15;1.140;0,14
20559;CARRANZO;27;0,00;18;0,00
89030;CARRAPIÇO;5;0,00;..;..
89030;CARRAPISO;..;..;4;0,00
27578;CARRARA;23;0,00;6;0,00
30501;CARRARO;20;0,00;5;0,00
24817;CARRAS;14;0,00;20;0,00
2366;CARRASCAL;383;0,05;369;0,05
79;CARRASCO;8.853;1,12;8.591;1,09
103641;CARRASCO ARAGAY;..;..;4;0,00
18614;CARRASCON;30;0,00;22;0,00
21155;CARRASCOS;18;0,00;25;0,00
1470;CARRASCOSA;646;0,08;627;0,08
17920;CARRASCOSO;19;0,00;36;0,00
37857;CARRASCULL;10;0,00;8;0,00
59859;CARRASO;..;..;6;0,00
36467;CARRASQUE;10;0,00;9;0,00
16546;CARRASQUEL;24;0,00;38;0,00
89030;CARRASQUEÑO;..;..;5;0,00
5532;CARRASQUER;127;0,02;150;0,02
9265;CARRASQUERO;64;0,00;76;0,00
27578;CARRASQUET;13;0,00;16;0,00
3064;CARRASQUILLA;275;0,03;284;0,04
6488;CARRATALA;109;0,01;115;0,01
26969;CARRATE;6;0,00;24;0,00
34146;CARRATO;11;0,00;10;0,00
59859;CARRATTINI;5;0,00;4;0,00
64882;CARRATU;5;0,00;..;..
9768;CARRAU;65;0,00;65;0,00
55921;CARRAVILLA;..;..;9;0,00
30501;CARRAZANA;12;0,00;13;0,00
78738;CARRAZCO;..;..;4;0,00
21501;CARRAZO;26;0,00;16;0,00
64882;CARRAZONI;4;0,00;4;0,00
2310;CARRE;414;0,05;359;0,05
70986;CARREGA;5;0,00;..;..
22565;CARREGAL;28;0,00;11;0,00
27578;CARREGALO;15;0,00;14;0,00
52458;CARREGUI;8;0,00;..;..
3419;CARREIRA;258;0,03;232;0,03
12586;CARREIRAS;37;0,00;55;0,00
14266;CARREIRO;48;0,00;29;0,00
40935;CARRELE;10;0,00;6;0,00
21501;CARRELERO;20;0,00;22;0,00
89030;CARRELO;..;..;5;0,00
64882;CARRENCA;..;..;8;0,00
49517;CARRENO;5;0,00;7;0,00
525;CARREÑO;1.748;0,22;1.918;0,24
11943;CARREON;35;0,00;64;0,00
12131;CARRER;54;0,00;43;0,00
301;CARRERA;2.967;0,38;3.137;0,40
194;CARRERAS;4.574;0,58;4.141;0,52
31309;CARRERAS CANDI;15;0,00;9;0,00
32147;CARRERASCANDI;12;0,00;11;0,00
11143;CARRERE;64;0,00;45;0,00
8780;CARRERES;73;0,00;77;0,00
1483;CARRERO;639;0,08;621;0,08
70986;CARRERO BLANCO;4;0,00;..;..
7749;CARRES;102;0,01;75;0,00
64882;CARRESI;5;0,00;..;..
40935;CARRET;9;0,00;7;0,00
17920;CARRETA;33;0,00;22;0,00
39378;CARRETAS;11;0,00;6;0,00
3471;CARRETE;244;0,03;237;0,03
14779;CARRETER;40;0,00;33;0,00
408;CARRETERO;2.223;0,28;2.352;0,30
6734;CARRETO;119;0,02;95;0,01
10462;CARRETON;57;0,00;62;0,00
64882;CARRETTA;7;0,00;..;..
23413;CARREY;20;0,00;17;0,00
35255;CARRIAZO;6;0,00;14;0,00
17920;CARRIBA;28;0,00;27;0,00
59859;CARRICAJO;..;..;8;0,00
78738;CARRICART;4;0,00;..;..
64882;CARRICAS;6;0,00;..;..
89030;CARRICATO;5;0,00;..;..
42740;CARRICOBA;6;0,00;9;0,00
3769;CARRICONDO;233;0,03;204;0,03
14021;CARRIEDO;38;0,00;41;0,00
10135;CARRIEL;53;0,00;71;0,00
78738;CARRIER;5;0,00;..;..
21837;CARRIERE;32;0,00;9;0,00
55921;CARRIERI;6;0,00;4;0,00
25303;CARRIET;22;0,00;11;0,00
4504;CARRIL;177;0,02;177;0,02
6235;CARRILERO;117;0,01;119;0,02
44694;CARRILES;4;0,00;10;0,00
40935;CARRILHO;8;0,00;8;0,00
59859;CARRILLAN;6;0,00;..;..
121;CARRILLO;6.186;0,78;6.341;0,80
23413;CARRILLO DE ALBORNOZ;23;0,00;14;0,00
59859;CARRILO;4;0,00;5;0,00
103641;CARRINGTON;4;0,00;..;..
89030;CARRINO;4;0,00;..;..
2284;CARRIO;373;0,05;409;0,05
376;CARRION;2.365;0,30;2.470;0,31
4086;CARRIQUE;199;0,03;200;0,03
8961;CARRIQUI;65;0,00;81;0,01
59859;CARRIQUIRY;4;0,00;5;0,00
78738;CARRISI;4;0,00;..;..
16940;CARRIZALES;21;0,00;39;0,00
78738;CARRIZALEZ;..;..;4;0,00
3347;CARRIZO;286;0,04;215;0,03
3333;CARRIZOSA;260;0,03;243;0,03
1696;CARRO;495;0,06;586;0,07
15693;CARROBE;38;0,00;29;0,00
35255;CARROCERA;13;0,00;7;0,00
42740;CARRODEGUAS;11;0,00;4;0,00
15693;CARROGGIO;33;0,00;34;0,00
27578;CARROLL;22;0,00;7;0,00
35255;CARROM;10;0,00;10;0,00
13452;CARRON;38;0,00;46;0,00
70986;CARROQUINO;4;0,00;..;..
55921;CARROUM;10;0,00;..;..
64882;CARROZ;5;0,00;..;..
6377;CARROZA;117;0,01;112;0,01
89030;CARROZZINI;5;0,00;..;..
14516;CARRUANA;51;0,00;24;0,00
52458;CARRUBE;7;0,00;4;0,00
8162;CARRUESCO;82;0,01;83;0,01
46970;CARRUITERO;10;0,00;..;..
89030;CARRUS;4;0,00;..;..
46970;CARRUYO;7;0,00;6;0,00
52458;CARSELLE;..;..;9;0,00
17510;CARSI;28;0,00;29;0,00
103641;CARSIN;4;0,00;..;..
89030;CARSON;4;0,00;..;..
52458;CARSTEA;8;0,00;..;..
78738;CARSTEI;6;0,00;..;..
70986;CARSTENS;7;0,00;..;..
70986;CARSTOI;6;0,00;..;..
29721;CARTA;25;0,00;..;..
2938;CARTAGENA;302;0,04;289;0,04
34146;CARTAJENA;14;0,00;7;0,00
46970;CARTAN;9;0,00;4;0,00
11853;CARTANYA;70;0,00;30;0,00
3087;CARTAÑA;274;0,03;280;0,04
26335;CARTAS;19;0,00;12;0,00
78738;CARTAXO;..;..;4;0,00
24320;CARTAYA;23;0,00;12;0,00
78738;CARTELLE;4;0,00;..;..
103641;CARTELLONE;4;0,00;..;..
14647;CARTER;48;0,00;26;0,00
89030;CARTERON;5;0,00;..;..
3409;CARTES;238;0,03;253;0,03
21837;CARTIE;21;0,00;20;0,00
20834;CARTIEL;29;0,00;15;0,00
44694;CARTIER;12;0,00;..;..
89030;CARTIER MOULIN;5;0,00;..;..
89030;CARTIL;4;0,00;..;..
103641;CARTISANO;4;0,00;..;..
11372;CARTOIXA;52;0,00;54;0,00
64882;CARTOLIN;..;..;6;0,00
13667;CARTON;35;0,00;47;0,00
55921;CARTOY;..;..;7;0,00
7787;CARTRO;95;0,01;81;0,01
34146;CARTUCHA;16;0,00;5;0,00
49517;CARTUCHE;..;..;9;0,00
59859;CARTUJO;5;0,00;4;0,00
64882;CARTWRIGHT;7;0,00;..;..
46970;CARTY;7;0,00;6;0,00
29721;CARUANA;20;0,00;6;0,00
55921;CARUCCI;9;0,00;..;..
103641;CARUCERU;4;0,00;..;..
64882;CARUCI;4;0,00;4;0,00
15873;CARUDA;37;0,00;29;0,00
24320;CARUEZO;13;0,00;22;0,00
55921;CARUGATI;7;0,00;..;..
55921;CARUGATTI;6;0,00;4;0,00
25303;CARUJO;13;0,00;20;0,00
34146;CARULL;17;0,00;4;0,00
1260;CARULLA;767;0,10;736;0,09
70986;CARUNCHIO;..;..;5;0,00
28254;CARUNCHO;10;0,00;18;0,00
103641;CARUNTU;4;0,00;..;..
26335;CARUS;10;0,00;21;0,00
11283;CARUSO;86;0,01;21;0,00
78738;CARUSO CORTESE;5;0,00;..;..
78738;CARVACA;6;0,00;..;..
39378;CARVACHE;9;0,00;8;0,00
37857;CARVACHO;13;0,00;5;0,00
384;CARVAJAL;2.346;0,30;2.410;0,30
30501;CARVAJALES;10;0,00;15;0,00
46970;CARVAJALINO;5;0,00;8;0,00
78738;CARVALHAIS;..;..;5;0,00
89030;CARVALHAL;..;..;4;0,00
78738;CARVALHEIRA;..;..;4;0,00
1739;CARVALHO;516;0,07;539;0,07
8324;CARVALLO;93;0,01;68;0,00
55921;CARVELO;4;0,00;6;0,00
78738;CARVENTUS;..;..;5;0,00
59859;CARVER;9;0,00;..;..
31309;CARVI;12;0,00;12;0,00
78738;CARVUTTO;6;0,00;..;..
89030;CARXAT;4;0,00;..;..
70986;CARY;5;0,00;..;..
4895;CASA;161;0,02;159;0,02
25303;CASABAN;15;0,00;18;0,00
55921;CASABAR;4;0,00;6;0,00
7787;CASABAYO;85;0,01;91;0,01
4782;CASABELLA;153;0,02;177;0,02
8124;CASABLANCA;100;0,01;66;0,00
7232;CASABLANCAS;101;0,01;94;0,01
7232;CASABO;118;0,01;77;0,00
9963;CASABON;60;0,00;67;0,00
6469;CASABONA;115;0,01;110;0,01
59859;CASABOSCA;6;0,00;..;..
36467;CASABOSCH;11;0,00;8;0,00
64882;CASABURI;6;0,00;..;..
52458;CASACCIA;11;0,00;..;..
1960;CASACUBERTA;486;0,06;443;0,06
103641;CASADAMON;..;..;4;0,00
26335;CASADAS;11;0,00;20;0,00
70986;CASADEI;4;0,00;..;..
17714;CASADEJUS;36;0,00;20;0,00
15369;CASADEJUST;36;0,00;33;0,00
3210;CASADELLA;274;0,03;253;0,03
1562;CASADEMONT;581;0,07;609;0,08
2788;CASADEMUNT;292;0,04;335;0,04
22565;CASADES;16;0,00;23;0,00
89030;CASADESSUS;4;0,00;..;..
1767;CASADESUS;547;0,07;493;0,06
893;CASADEVALL;1.084;0,14;1.062;0,13
89030;CASADEVALLS;4;0,00;..;..
20559;CASADIEGO;27;0,00;18;0,00
59859;CASADIO;9;0,00;..;..
139;CASADO;5.520;0,70;5.421;0,69
46970;CASADOME;8;0,00;5;0,00
3717;CASAFONT;241;0,03;205;0,03
32147;CASAFRANCA;12;0,00;11;0,00
55921;CASAFUS;5;0,00;5;0,00
49517;CASAGALLO;..;..;9;0,00
11372;CASAGOLDA;60;0,00;46;0,00
10925;CASAGRAN;63;0,00;49;0,00
16757;CASAGRANDE;49;0,00;12;0,00
59859;CASAGUALDA;5;0,00;4;0,00
103641;CASAHORRAN;4;0,00;..;..
34146;CASAHUAYLLA;8;0,00;13;0,00
8635;CASAHUGA;64;0,00;89;0,01
33101;CASAIN;7;0,00;15;0,00
12323;CASAIS;50;0,00;45;0,00
10526;CASAJOANA;68;0,00;50;0,00
18122;CASAJOANES;27;0,00;27;0,00
1903;CASAJUANA;459;0,06;501;0,06
7954;CASAJUS;92;0,01;79;0,00
10526;CASAJUST;63;0,00;55;0,00
1710;CASAL;577;0,07;496;0,06
31309;CASALA;11;0,00;13;0,00
11143;CASALDALIGA;60;0,00;49;0,00
20834;CASALDERREY;19;0,00;25;0,00
52458;CASALDUERO;4;0,00;7;0,00
13911;CASALE;48;0,00;32;0,00
22565;CASALED;16;0,00;23;0,00
55921;CASALEGNO;8;0,00;..;..
70986;CASALEIRO;5;0,00;..;..
70986;CASALEIZ;..;..;5;0,00
46970;CASALENGUA;4;0,00;9;0,00
11686;CASALES;49;0,00;53;0,00
7721;CASALI;95;0,01;83;0,01
27578;CASALILLA;14;0,00;15;0,00
64882;CASALINAS;..;..;6;0,00
55921;CASALINI;6;0,00;4;0,00
18122;CASALINS;25;0,00;29;0,00
103641;CASALINUOVO;4;0,00;..;..
30501;CASALIS;13;0,00;12;0,00
35255;CASALLA;9;0,00;11;0,00
25303;CASALLACHS;18;0,00;15;0,00
44694;CASALLARCH;14;0,00;..;..
17129;CASALLAS;30;0,00;29;0,00
28965;CASALLO;13;0,00;14;0,00
49517;CASALOD;7;0,00;5;0,00
30501;CASALOTS;19;0,00;6;0,00
8406;CASALPRIM;79;0,00;80;0,01
192;CASALS;4.467;0,57;4.316;0,55
17920;CASALTA;23;0,00;32;0,00
46970;CASALVAZQUEZ;9;0,00;4;0,00
52458;CASAMACHIN;6;0,00;5;0,00
8675;CASAMADA;76;0,00;76;0,00
10389;CASAMAJO;60;0,00;60;0,00
22565;CASAMAJOR;16;0,00;23;0,00
78738;CASAMAR;..;..;5;0,00
14647;CASAMARTINA;38;0,00;36;0,00
4098;CASAMAYOR;228;0,03;170;0,02
103641;CASAME;4;0,00;..;..
13559;CASAMIAN;33;0,00;50;0,00
70986;CASAMICHANA;..;..;5;0,00
4669;CASAMIQUELA;167;0,02;173;0,02
28965;CASAMIRA;9;0,00;18;0,00
1742;CASAMITJANA;556;0,07;498;0,06
13667;CASAMOR;51;0,00;31;0,00
13452;CASAMORT;41;0,00;43;0,00
8961;CASAN;74;0,00;72;0,00
18122;CASANA;27;0,00;27;0,00
78738;CASANADA;..;..;5;0,00
70986;CASANARRA;7;0,00;..;..
52458;CASANAVA;4;0,00;7;0,00
14779;CASANELLA;35;0,00;38;0,00
3603;CASANELLAS;262;0,03;200;0,03
16757;CASANELLES;36;0,00;25;0,00
31309;CASANI;9;0,00;15;0,00
44694;CASANO;8;0,00;6;0,00
46970;CASANOBA;..;..;10;0,00
78738;CASANOBAS;..;..;4;0,00
20238;CASANOU;26;0,00;20;0,00
274;CASANOVA;3.524;0,45;3.222;0,41
206;CASANOVAS;4.234;0,54;4.146;0,52
11211;CASANOVES;38;0,00;70;0,00
40935;CASANS;10;0,00;6;0,00
40935;CASANT;8;0,00;8;0,00
6755;CASANUEVA;100;0,01;113;0,01
4424;CASANY;169;0,02;192;0,02
32147;CASANYS;8;0,00;15;0,00
19364;CASAÑ;24;0,00;25;0,00
11211;CASAÑA;40;0,00;68;0,00
2391;CASAÑAS;368;0,05;377;0,05
7363;CASAÑE;93;0,01;97;0,01
103641;CASAÑES;..;..;4;0,00
78738;CASAÑEZ;..;..;6;0,00
36467;CASAÑO;7;0,00;12;0,00
19364;CASAÑOLA;25;0,00;24;0,00
36467;CASAÑS;7;0,00;12;0,00
20559;CASAO;20;0,00;25;0,00
19107;CASAOLIVA;30;0,00;20;0,00
103641;CASAPIA;4;0,00;..;..
78738;CASAPONCE;4;0,00;..;..
6020;CASAPONSA;111;0,01;135;0,02
27578;CASAPRIMA;12;0,00;17;0,00
59859;CASAPU;6;0,00;..;..
13667;CASAR;44;0,00;38;0,00
15873;CASARAMONA;36;0,00;30;0,00
32147;CASAREJOS;13;0,00;10;0,00
44694;CASARELLO;7;0,00;7;0,00
1652;CASARES;562;0,07;551;0,07
42740;CASARETTO;9;0,00;6;0,00
26335;CASARIEGO;20;0,00;11;0,00
46970;CASARIN;9;0,00;4;0,00
52458;CASAROTTO;9;0,00;..;..
7114;CASARRAMONA;88;0,01;111;0,01
64882;CASARRUBIAS;5;0,00;..;..
18614;CASARRUBIO;30;0,00;22;0,00
26969;CASARRUBIOS;7;0,00;23;0,00
70986;CASARSA;5;0,00;..;..
26969;CASART;16;0,00;14;0,00
70;CASAS;9.672;1,22;9.030;1,14
59859;CASAS SALAT;..;..;8;0,00
40935;CASASA;8;0,00;8;0,00
103641;CASASALTAS;4;0,00;..;..
11686;CASASAMPERA;45;0,00;57;0,00
9011;CASASAMPERE;71;0,00;74;0,00
89030;CASASANO;..;..;5;0,00
24817;CASASAS;13;0,00;21;0,00
3272;CASASAYAS;285;0,04;229;0,03
16757;CASASECA;31;0,00;30;0,00
78738;CASASEMPERE;..;..;6;0,00
23868;CASASES;14;0,00;22;0,00
18371;CASASIN;30;0,00;23;0,00
6404;CASASNOVAS;113;0,01;115;0,01
4701;CASASOLA;168;0,02;169;0,02
44694;CASASSA;8;0,00;6;0,00
59859;CASASSALAT;5;0,00;4;0,00
4794;CASASSAS;185;0,02;144;0,02
27578;CASASSAYAS;15;0,00;14;0,00
55921;CASASSES;..;..;7;0,00
6542;CASASUS;109;0,01;113;0,01
33101;CASAT;10;0,00;12;0,00
103641;CASATE;4;0,00;..;..
17129;CASATEJADA;35;0,00;24;0,00
55921;CASATI;9;0,00;..;..
78738;CASATORRES;4;0,00;..;..
14132;CASAU;43;0,00;35;0,00
17714;CASAUBON;42;0,00;14;0,00
29721;CASAUCAO;8;0,00;18;0,00
30501;CASAUCAU;10;0,00;15;0,00
103641;CASAUDOUMECQ;4;0,00;..;..
70986;CASAURRAN;..;..;4;0,00
5262;CASAUS;152;0,02;142;0,02
46970;CASAUS DE LA FUENTE;4;0,00;9;0,00
103641;CASAVALLE;4;0,00;..;..
78738;CASAVELLA;..;..;4;0,00
49517;CASAVERDE;..;..;9;0,00
64882;CASAVIEJA;4;0,00;4;0,00
6755;CASBAS;103;0,01;110;0,01
64882;CASCAJARES;..;..;6;0,00
26969;CASCAJO;17;0,00;13;0,00
13667;CASCAJOSA;35;0,00;47;0,00
2034;CASCALES;448;0,06;446;0,06
26335;CASCALLANA;15;0,00;16;0,00
22207;CASCALLAR;27;0,00;13;0,00
12793;CASCALLO;45;0,00;45;0,00
14021;CASCAN;51;0,00;28;0,00
36467;CASCANT;11;0,00;8;0,00
5989;CASCANTE;134;0,02;114;0,01
70986;CASCARANO;5;0,00;..;..
64882;CASCARDO;5;0,00;..;..
78738;CASCAROSA;..;..;6;0,00
34146;CASCARRA;10;0,00;11;0,00
103641;CASCAVAL;4;0,00;..;..
89030;CASCELLA;5;0,00;..;..
103641;CASCIANI;4;0,00;..;..
64882;CASCINO;6;0,00;..;..
37857;CASCIO;15;0,00;..;..
2694;CASCO;327;0,04;329;0,04
6512;CASCON;121;0,02;102;0,01
70986;CASCONE;6;0,00;..;..
8923;CASCOS;81;0,01;66;0,00
59859;CASCU;6;0,00;..;..
36467;CASCUDO;6;0,00;13;0,00
10070;CASE;78;0,00;47;0,00
52458;CASEDA;7;0,00;4;0,00
44694;CASEDAS;5;0,00;9;0,00
16352;CASEIRO;28;0,00;35;0,00
21501;CASELLA;29;0,00;13;0,00
